TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,EmployeeNumber,BusinessUnit,HotelNights,NetCosts,Departure_CO2e,Return_CO2e,Hotel_CO2e,Spend_CO2e,TotalCO2e,HighCarbon
10692,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,M1068-M5429,Value Engineering,6,2250,931.1466752,931.1466752,96.6,1773.47579,1958.89335,0
10696,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,7000,M1068-M5433,Operations,4,2850,2700.226755,2700.226755,64.4,2246.402668,5464.85351,1
10697,DE,Berlin,GB,London,12,Business Class Flight,Internal Business Trip,Yes,9000,M1068-M5435,Customer Support,3,1200,213.7416528,213.7416528,31.2,1015.03355,458.6833056,0
10698,CN,Beijing,RU,Moscow,10,Economy Flight,Enablement,No,9000,M1068-M5445,Executive Management,6,3000,820.8745452,820.8745452,145.2,3779.329717,1786.94909,0
10699,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,8000,M1068-M5446,Operations,3,1500,931.1466752,931.1466752,48.3,1182.317194,1910.59335,0
10700,AU,Sydney,US,Los Angeles,10,Economy Flight,Enablement,No,7000,M1068-M5451,Office Management,4,2400,1708.458757,1708.458757,64.4,1891.70751,3481.317514,1
10701,US,New York,FR,Paris,12,Business Class Flight,Conference/Exhibition,No,10000,M1068-M5452,Sales,2,1350,2405.884462,2405.884462,13.4,1308.193145,4825.168924,1
10702,AU,Sydney,AU,Perth,13,BMW 3 diesel,Conference/Exhibition,No,10000,M1068-M5453,Sales,2,900,1111.772751,1111.090996,70,232.2331458,2292.863747,0
10703,CN,Beijing,IN,New Delhi,13,BMW 3 diesel,Enablement,No,6000,M1068-M5454,Office Management,4,2550,1642.80992,1642.80992,235.6,1200.231007,3521.21984,1
10704,US,New York,FR,Paris,12,Business Class Flight,Customer Visit,No,7000,M1068-M5458,Marketing,3,900,2405.884462,2405.884462,20.1,872.1287636,4831.868924,1
10705,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Customer Visit,Yes,10000,M1068-M5460,Customer Support,1,3750,6776.567059,6776.567059,13.2,2073.977896,13566.33412,1
10706,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,M1068-M5461,Sales,5,3600,2336.832592,2336.832592,66,1991.01878,4739.665184,1
10707,DE,Berlin,GB,London,4,Train,Customer Visit,No,10000,M1068-M5467,Executive Management,6,2400,57.40440417,58.02793479,62.4,356.0153515,177.832339,0
10709,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,7000,M1068-M5471,Services,1,1200,1708.458757,1708.458757,16.1,945.8537549,3433.017514,0
10710,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,M1068-M5473,Product Management,3,3150,1708.458757,1708.458757,48.3,2482.866107,3465.217514,0
10714,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,No,10000,M1068-M5489,Sales,2,450,4954.349478,4954.349478,32.2,354.6951581,9940.898956,1
10715,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,M1068-M5492,Sales,1,2700,2336.832592,2336.832592,13.2,1493.264085,4686.865184,1
10716,AU,Sydney,US,Los Angeles,12,Business Class Flight,Internal Business Trip,Yes,8000,M1068-M5493,Sales,5,450,4954.349478,4954.349478,80.5,354.6951581,9989.198956,1
10718,US,New York,CA,Toronto,13,BMW 3 diesel,Customer Visit,No,8000,M1068-M5496,Executive Management,6,3150,224.2481048,225.8215162,44.4,880.3602087,494.469621,0
10719,BR,Ṣo Paulo,JP,Tokyo,11,First Class Flight,Conference/Exhibition,Yes,10000,M1068-M5497,Marketing,2,2400,10503.74608,10503.74608,78,1544.915356,21085.49216,1
10720,US,New York,FR,Paris,12,Business Class Flight,Customer Visit,No,6000,M1068-M5506,Sales,6,3600,2405.884462,2405.884462,40.2,3488.515054,4851.968924,1
10721,AU,Sydney,US,Los Angeles,12,Business Class Flight,Internal Business Trip,No,7000,M1068-M5521,Marketing,5,300,4954.349478,4954.349478,80.5,236.4634387,9989.198956,1
10722,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Customer Visit,No,10000,M1068-M5521,Marketing,2,2700,747.571188,747.6059136,32.2,280.7006141,1527.377102,0
10723,DE,Berlin,FR,Paris,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,M1068-M5527,Ecosystem,5,3600,230.3613312,230.299524,33.5,0,494.1608552,0
10724,AU,Sydney,AU,Brisbane,17,Fiat 500 electric,Enablement,No,9000,M1068-M5530,Customer Support,5,2700,165.8324745,165.898388,175,696.6994373,506.7308625,0
10725,ES,Madrid,PT,Lisbon,14,Volkswagen Golf diesel,Conference/Exhibition,No,9000,M1068-M5533,Marketing,1,900,137.202156,138.5909616,19,239.5662264,294.7931176,0
10726,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Partner Visit,No,7000,M1068-M5536,Executive Management,2,3000,747.571188,747.6059136,32.2,311.8895712,1527.377102,0
10727,DE,Berlin,ES,Madrid,17,Fiat 500 electric,Conference/Exhibition,No,7000,M1068-M5538,Value Engineering,4,450,421.9507013,435.3723686,28,90.17781325,885.3230699,0
10729,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,No,6000,M1069-M5006,Sales,3,3750,199.45926,199.5385392,105,967.6381074,503.9977992,0
10730,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,9000,M1069-M5008,Sales,4,3450,931.1466752,931.1466752,64.4,2719.329545,1926.69335,0
10731,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,M1069-M5015,Sales,4,1200,1708.458757,1708.458757,64.4,945.8537549,3481.317514,1
10733,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,M1069-M5030,Office Management,1,750,1708.458757,1708.458757,16.1,591.1585968,3433.017514,0
10735,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Internal Business Trip,No,9000,M1069-M5034,Customer Support,6,450,507.5120232,523.6552776,42,90.17781325,1073.167301,0
10736,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,M1069-M5038,Customer Support,3,2550,2336.832592,2336.832592,39.6,1410.304969,4713.265184,1
10737,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,10000,M1069-M5043,Marketing,2,1200,820.8745452,820.8745452,48.4,1511.731887,1690.14909,0
10738,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,6000,M1069-M5048,Marketing,2,2550,251.2322036,251.2322036,112,66.3390028,614.4644072,0
10740,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Customer Visit,No,8000,M1069-M5055,Value Engineering,4,2700,186.5968696,188.7758112,59.2,438.6592316,434.5726808,0
10741,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,M1069-M5062,Value Engineering,1,3150,931.1466752,931.1466752,16.1,2482.866107,1878.39335,0
10742,AU,Sydney,AU,Melbourne,13,BMW 3 diesel,Internal Business Trip,No,9000,M1069-M5062,Executive Management,5,1800,248.76454,247.9903487,175,464.4662916,671.7548887,0
10744,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,7000,M1069-M5082,Sales,3,1950,931.1466752,931.1466752,48.3,1537.012352,1910.59335,0
10745,DE,Berlin,FR,Paris,15,Volkswagen Golf petrol,Conference/Exhibition,Yes,8000,M1069-M5082,Office Management,2,900,230.3613312,230.299524,13.4,0,474.0608552,0
10748,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,8000,M1069-M5087,Sales,5,450,1708.458757,1708.458757,80.5,354.6951581,3497.417514,1
10749,AU,Sydney,AU,Perth,15,Volkswagen Golf petrol,Customer Visit,Yes,6000,M1069-M5088,Finance,4,900,853.7063808,853.182876,140,232.2331458,1846.889257,0
10750,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Internal Business Trip,Yes,8000,M1069-M5088,Marketing,6,2400,3055.657648,3055.657648,308.4,3966.113166,6419.715296,1
10751,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,6000,M1069-M5095,Sales,3,450,820.8745452,820.8745452,72.6,566.8994575,1714.34909,0
10752,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,9000,M1069-M5095,Value Engineering,3,3600,2336.832592,2336.832592,39.6,1991.01878,4713.265184,1
10753,AU,Sydney,AU,Perth,13,BMW 3 diesel,Customer Visit,No,10000,M1069-M5096,Sales,5,3150,1111.772751,1111.090996,175,812.8160102,2397.863747,0
10755,CN,Beijing,RU,Moscow,15,Volkswagen Golf petrol,Customer Visit,Yes,8000,M1069-M5104,Sales,2,2100,1572.2616,1572.2616,48.4,971.1359681,3192.9232,0
10756,CN,Beijing,IN,New Delhi,13,BMW 3 diesel,Enablement,No,9000,M1069-M5105,Marketing,2,450,1642.80992,1642.80992,117.8,211.8054718,3403.41984,0
10757,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,9000,M1069-M5107,Value Engineering,3,3000,2626.029215,2626.029215,117,1931.144195,5369.05843,1
10759,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Conference/Exhibition,No,6000,M1069-M5112,Customer Support,3,450,2626.029215,2626.029215,117,289.6716292,5369.05843,1
10762,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,6000,M1069-M5120,Marketing,3,3600,2336.832592,2336.832592,39.6,1991.01878,4713.265184,1
10763,CN,Beijing,IN,New Delhi,12,Business Class Flight,Internal Business Trip,No,9000,M1069-M5122,Sales,3,3150,1565.121857,1565.121857,176.7,5152.977401,3306.943714,0
10764,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,No,10000,M1069-M5122,Executive Management,3,2700,199.45926,199.5385392,105,696.6994373,503.9977992,0
10767,US,New York,MX,Mexico City,13,BMW 3 diesel,Conference/Exhibition,No,9000,M1069-M5125,Ecosystem,2,750,1176.769263,1177.127347,38.6,100.4892425,2392.49661,0
10768,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,Yes,10000,M1069-M5132,Operations,5,300,1708.458757,1708.458757,80.5,236.4634387,3497.417514,1
10770,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,6000,M1069-M5135,Sales,4,3000,820.8745452,820.8745452,96.8,3779.329717,1738.54909,0
10771,DE,Berlin,ES,Madrid,17,Fiat 500 electric,Customer Visit,No,9000,M1069-M5138,Sales,3,3000,421.9507013,435.3723686,21,601.1854217,878.3230699,0
10775,US,New York,MX,Mexico City,13,BMW 3 diesel,Customer Visit,No,8000,M1069-M5141,Services,1,2550,1176.769263,1177.127347,19.3,341.6634245,2373.19661,0
10776,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,M1069-M5152,Sales,1,3150,891.4661434,891.4661434,24.5,3788.504107,1807.432287,0
10780,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,M1069-M5182,Marketing,2,1200,251.2322036,251.2322036,112,31.21835426,614.4644072,0
10781,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,7000,M1069-M5186,Marketing,2,2250,931.1466752,931.1466752,32.2,1773.47579,1894.49335,0
10782,DE,Berlin,FR,Paris,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1069-M5187,Marketing,6,1500,299.9971146,299.9166237,40.2,0,640.1137383,0
10783,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Customer Visit,Yes,10000,M1069-M5191,Ecosystem,3,2250,376.8228857,376.8228857,168,58.53441423,921.6457714,0
10784,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,10000,M1069-M5192,Sales,3,1500,124.2912857,124.2912857,22.2,1527.916621,270.7825714,0
10785,CN,Beijing,IN,New Delhi,10,Economy Flight,Internal Business Trip,No,6000,M1069-M5194,Sales,6,2250,539.7168999,539.7168999,353.4,3680.698144,1432.8338,0
10787,AU,Sydney,CN,Beijing,10,Economy Flight,Internal Business Trip,No,6000,M1069-M5198,Sales,4,2400,1269.822033,1269.822033,214,3480.923225,2753.644066,0
10788,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,M1069-M5199,Sales,2,2400,2336.832592,2336.832592,26.4,1327.345854,4700.065184,1
10790,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,Yes,6000,M1069-M5202,Sales,5,300,411.5677048,411.5677048,35,315.425559,858.1354096,0
10791,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Partner Visit,No,10000,M1069-M5220,Executive Management,1,1800,1053.713528,1053.713528,51.4,2974.584874,2158.827056,0
10792,CN,Beijing,IN,New Delhi,12,Business Class Flight,Enablement,Yes,7000,M1069-M5221,Value Engineering,4,1350,1565.121857,1565.121857,235.6,2208.418886,3365.843714,0
10793,DE,Berlin,GB,London,12,Business Class Flight,Customer Visit,No,10000,M1069-M5224,Legal,5,2700,213.7416528,213.7416528,52,2283.825486,479.4833056,0
10796,AU,Sydney,SG,Singapore,10,Economy Flight,Partner Visit,No,10000,M1069-M5234,Marketing,4,1950,891.4661434,891.4661434,98,2345.264447,1880.932287,0
10797,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,10000,M1069-M5236,Sales,4,1500,891.4661434,891.4661434,98,1804.049575,1880.932287,0
10798,CN,Beijing,US,New York,4,Train,Enablement,Yes,7000,M1069-M5239,Sales,5,3150,1073.043899,1073.043899,80.5,1125.195722,2226.587798,0
10799,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,Yes,7000,M1069-M5246,Value Engineering,1,2700,3055.657648,3055.657648,51.4,4461.877312,6162.715296,1
10801,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,6000,M1069-M5257,Sales,2,2700,1708.458757,1708.458757,32.2,2128.170949,3449.117514,0
10802,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Conference/Exhibition,No,10000,M1069-M5259,Services,2,2400,199.45926,199.5385392,70,619.2883887,468.9977992,0
10803,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,M1069-M5260,Customer Support,2,450,1708.458757,1708.458757,32.2,354.6951581,3449.117514,0
10804,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Enablement,No,6000,M1069-M5279,Marketing,1,2850,2700.226755,2700.226755,16.1,2246.402668,5416.55351,1
10805,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,M1069-M5279,Sales,1,3000,931.1466752,931.1466752,16.1,2364.634387,1878.39335,0
10806,DE,Berlin,NL,Amsterdam,14,Volkswagen Golf diesel,Customer Visit,No,10000,M1069-M5281,Marketing,3,2850,143.2837224,144.9568848,44.4,463.029189,332.6406072,0
10807,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,9000,M1069-M5281,Value Engineering,2,2400,411.5677048,411.5677048,14,2523.404472,837.1354096,0
10808,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,10000,M1069-M5282,Executive Management,3,2700,1708.458757,1708.458757,48.3,2128.170949,3465.217514,0
10810,US,New York,MX,Mexico City,4,Train,Customer Visit,No,6000,M1069-M5287,Operations,5,1500,310.7797615,310.8743301,96.5,5561.33092,718.1540916,0
10811,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,9000,M1069-M5289,Sales,3,2700,507.5120232,523.6552776,21,541.0668795,1052.167301,0
10812,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,7000,M1069-M5291,Services,3,1500,65.47227364,37.22030521,21,361.7197883,123.6925789,0
10813,US,New York,CA,Toronto,12,Business Class Flight,Internal Business Trip,No,10000,M1069-M5296,Marketing,3,450,124.2912857,124.2912857,22.2,458.3749862,270.7825714,0
10814,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,M1069-M5302,Value Engineering,1,750,891.4661434,891.4661434,24.5,902.0247874,1807.432287,0
10815,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,Yes,6000,M1069-M5310,Services,5,1350,4954.349478,4954.349478,80.5,1064.085474,9989.198956,1
10816,AU,Sydney,US,Los Angeles,12,Business Class Flight,Internal Business Trip,No,6000,M1069-M5313,Value Engineering,1,900,4954.349478,4954.349478,16.1,709.3903162,9924.798956,1
10817,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Customer Visit,No,9000,M1069-M5315,Ecosystem,3,3600,143.2837224,144.9568848,44.4,584.8789755,332.6406072,0
10818,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,10000,M1069-M5316,Sales,2,2700,124.2912857,124.2912857,14.8,2750.249917,263.3825714,0
10820,CN,Beijing,AU,Sydney,12,Business Class Flight,Customer Visit,No,7000,M1069-M5322,Customer Support,2,900,3682.349429,3682.349429,70,1081.057664,7434.698858,1
10821,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,10000,M1069-M5328,Value Engineering,1,900,539.7168999,539.7168999,58.9,1472.279257,1138.3338,0
10822,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,M1069-M5331,Marketing,2,1200,891.4661434,891.4661434,49,1443.23966,1831.932287,0
10823,US,New York,JP,Tokyo,12,Business Class Flight,Customer Visit,No,9000,M1069-M5331,Finance,3,3300,4458.892832,4458.892832,117,2124.258614,9034.785664,1
10824,BR,Ṣo Paulo,AR,Buenos Aires,12,Business Class Flight,Conference/Exhibition,No,7000,M1069-M5333,Executive Management,2,2550,376.8228857,376.8228857,112,66.3390028,865.6457714,0
10826,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,M1069-M5342,Sales,3,1200,2336.832592,2336.832592,39.6,663.6729268,4713.265184,1
10828,DE,Berlin,GB,London,12,Business Class Flight,Partner Visit,Yes,6000,M1069-M5344,Services,2,1350,213.7416528,213.7416528,20.8,1141.912743,448.2833056,0
10829,US,New York,JP,Tokyo,12,Business Class Flight,Enablement,No,10000,M1069-M5354,Value Engineering,2,1200,4458.892832,4458.892832,78,772.4576779,8995.785664,1
10830,US,New York,MX,Mexico City,4,Train,Conference/Exhibition,Yes,7000,M1069-M5356,Sales,4,3150,310.7797615,310.8743301,77.2,11678.79493,698.8540916,0
10832,DE,Berlin,ES,Madrid,13,BMW 3 diesel,Customer Visit,No,8000,M1069-M5362,Sales,3,900,660.9275167,681.9507054,21,180.3556265,1363.878222,0
10833,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,No,7000,M1069-M5365,Sales,2,300,124.2912857,124.2912857,14.8,305.5833241,263.3825714,0
10838,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Customer Visit,No,9000,M1069-M5374,Customer Support,3,3000,303.5714136,303.9049104,154.2,1285.042174,761.676324,0
10839,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Customer Visit,Yes,10000,M1069-M5374,Value Engineering,1,900,507.5120232,523.6552776,7,180.3556265,1038.167301,0
10840,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Conference/Exhibition,No,9000,M1069-M5376,Engineering,2,3000,2626.029215,2626.029215,78,1931.144195,5330.05843,1
10841,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,M1069-M5382,Engineering,2,3450,2336.832592,2336.832592,26.4,1908.059665,4700.065184,1
10843,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Conference/Exhibition,No,8000,M1069-M5393,Marketing,2,2700,2700.226755,2700.226755,32.2,2128.170949,5432.65351,1
10844,US,New York,MX,Mexico City,13,BMW 3 diesel,Customer Visit,No,7000,M1069-M5400,Sales,3,3000,1176.769263,1177.127347,57.9,401.95697,2411.79661,0
10845,DE,Berlin,FR,Paris,14,Volkswagen Golf diesel,Customer Visit,No,8000,M1069-M5400,Value Engineering,1,1200,230.3613312,230.299524,6.7,0,467.3608552,0
10846,CN,Beijing,IN,New Delhi,13,BMW 3 diesel,Conference/Exhibition,Yes,7000,M1069-M5402,Sales,6,3300,1642.80992,1642.80992,353.4,1553.240126,3639.01984,1
10850,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,M1069-M5409,Sales,1,2700,2336.832592,2336.832592,13.2,1493.264085,4686.865184,1
10851,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,7000,M1069-M5415,Legal,2,2850,251.2322036,251.2322036,112,74.14359136,614.4644072,0
10854,AU,Sydney,CN,Beijing,12,Business Class Flight,Conference/Exhibition,Yes,6000,M1069-M5420,Executive Management,1,1200,3682.349429,3682.349429,53.5,1740.461613,7418.198858,1
10855,US,New York,CA,Toronto,4,Train,Conference/Exhibition,No,7000,M1069-M5427,Marketing,2,3150,66.5095663,66.39576842,14.8,3143.157338,147.7053347,0
10857,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,6000,M1069-M5437,Marketing,1,3450,931.1466752,931.1466752,16.1,2719.329545,1878.39335,0
10858,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,M1069-M5438,Sales,4,2100,1708.458757,1708.458757,64.4,1655.244071,3481.317514,1
10859,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,6000,M1069-M5451,Sales,2,2400,891.4661434,891.4661434,49,2886.47932,1831.932287,0
10860,CN,Beijing,RU,Moscow,13,BMW 3 diesel,Conference/Exhibition,No,8000,M1069-M5452,Value Engineering,3,1500,2047.53958,2047.53958,72.6,693.6685486,4167.67916,1
10861,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,10000,M1069-M5453,Sales,3,2550,65.47227364,37.22030521,21,614.9236401,123.6925789,0
10863,DE,Berlin,FR,Paris,4,Train,Conference/Exhibition,No,10000,M1069-M5457,Sales,3,3750,31.2057451,12.01119944,20.1,2361.371859,63.31694454,0
10864,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,M1069-M5457,Sales,1,2700,2336.832592,2336.832592,13.2,1493.264085,4686.865184,1
10865,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,Yes,8000,M1069-M5458,Marketing,2,1800,411.5677048,411.5677048,14,1892.553354,837.1354096,0
10867,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,Yes,9000,M1069-M5467,Sales,3,1800,931.1466752,931.1466752,48.3,1418.780632,1910.59335,0
10868,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,No,8000,M1069-M5467,Sales,3,900,4954.349478,4954.349478,48.3,709.3903162,9956.998956,1
10869,MX,Mexico City,US,Miami,17,Fiat 500 electric,Customer Visit,Yes,6000,M1069-M5467,Marketing,2,300,621.5383531,621.5672243,32.2,31.18895712,1275.305577,0
10870,CN,Beijing,RU,Moscow,10,Economy Flight,Enablement,No,8000,M1069-M5468,Executive Management,5,3000,820.8745452,820.8745452,121,3779.329717,1762.74909,0
10873,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,6000,M1069-M5474,Services,3,1200,251.2322036,251.2322036,168,31.21835426,670.4644072,0
