TripID,EmployeeNumber,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
26161,M1171-M5200,TR026161,EXP026161,Out of policy,Policy exception approved,255.8,,,,,,,,,,4,2,V17
26163,M1171-M5202,TR026163,EXP026163,,Standard travel reimbursement,394.37,,,,,,,,,,,3,V25
26164,M1171-M5203,TR026164,EXP026164,,Partial reimbursement,395.86,,,,,,Updated Train,137.94,Cost optimization,,,2,V1
26166,M1171-M5208,TR026166,EXP026166,,Standard travel reimbursement,272.91,,,,,,,,,,,4,V1
26167,M1171-M5210,TR026167,EXP026167,Missing receipt,Standard travel reimbursement,499.73,,,,,,,,,Mechanical issue,,2,V11
26168,M1171-M5210,TR026168,EXP026168,,Policy exception approved,454.23,,,,,,Updated Business Class Flight,-327.2,Client preference,,,4,V1
26169,M1171-M5213,TR026169,EXP026169,,Partial reimbursement,423.08,,,,,,,,,,,1,V1
26170,M1171-M5214,TR026170,EXP026170,,Partial reimbursement,573.42,,,,,,,,,Airport congestion,,3,V28
26171,M1171-M5214,TR026171,EXP026171,Late submission,Partial reimbursement,598.98,,,,,,Updated Economy Flight,61.33,Client preference,,,1,V1
26172,M1171-M5215,TR026172,EXP026172,Personal expense,Policy exception approved,331.85,,Rebooked flight,Route change,New hotel chosen,Location preference,,,,,,2,V10
26174,M1171-M5216,TR026174,EXP026174,Late submission,Partial reimbursement,495.71,,,,,,,,,,,0,V1
26176,M1171-M5225,TR026176,EXP026176,Late submission,Policy exception approved,265.13,,,,,,,,,,,2,V1
26178,M1171-M5230,TR026178,EXP026178,,Partial reimbursement,304.35,,,,,,,,,,,0,V1
26179,M1171-M5231,TR026179,EXP026179,,Policy exception approved,352.84,,,,,,Updated Economy Flight,214.48,Time constraints,,,4,V20
26180,M1171-M5232,TR026180,EXP026180,Missing receipt,Standard travel reimbursement,521.77,,Rebooked flight,Schedule conflict,Alternative hotel selected,Availability,,,,,,1,V24
26181,M1171-M5235,TR026181,EXP026181,,Standard travel reimbursement,230.38,,,,,,,,,,,3,V21
26182,M1171-M5241,TR026182,EXP026182,Missing receipt,Standard travel reimbursement,575.82,,,,,,,,,,,1,V26
26184,M1171-M5252,TR026184,EXP026184,,Policy exception approved,135.29,,,,,,,,,Weather delay,,1,V1
26185,M1171-M5257,TR026185,EXP026185,,Partial reimbursement,445.88,,,,,,,,,,,1,V1
26186,M1171-M5262,TR026186,EXP026186,,Policy exception approved,133.73,,,,,,,,,,,3,V21
26187,M1171-M5262,TR026187,EXP026187,Out of policy,Policy exception approved,128.03,,,,New hotel chosen,Quality issue,,,,,,0,V1
26188,M1171-M5265,TR026188,EXP026188,,Standard travel reimbursement,342.18,,,,,,,,,,,3,V1
26190,M1171-M5269,TR026190,EXP026190,,Standard travel reimbursement,488.98,,Rebooked flight,Cheaper fare,,,Updated Economy Flight,51.98,Safety concern,,,2,V15
26191,M1171-M5272,TR026191,EXP026191,,Standard travel reimbursement,379.96,,,,,,,,,Security screening,,1,V11
26192,M1171-M5274,TR026192,EXP026192,,Standard travel reimbursement,234.03,,,,,,,,,,2,4,V19
26193,M1171-M5275,TR026193,EXP026193,,Policy exception approved,151.01,,,,,,,,,,,4,V1
26194,M1171-M5276,TR026194,EXP026194,,Partial reimbursement,218.64,,,,,,,,,,3,3,V17
26195,M1171-M5277,TR026195,EXP026195,,Policy exception approved,393.38,,Rebooked flight,Route change,Alternative hotel selected,Location preference,,,,,,3,V24
26196,M1171-M5278,TR026196,EXP026196,Out of policy,Partial reimbursement,487.83,,,,,,,,,,,1,V1
26197,M1171-M5278,TR026197,EXP026197,,Policy exception approved,417.66,,,,,,,,,,,3,V26
26198,M1171-M5280,TR026198,EXP026198,,Policy exception approved,361.74,,,,,,,,,,,4,V1
26199,M1171-M5281,TR026199,EXP026199,Out of policy,Standard travel reimbursement,135.7,,,,,,,,,,,3,V1
26201,M1171-M5287,TR026201,EXP026201,,Standard travel reimbursement,416.49,,,,,,,,,Rental desk queue,,3,V11
26202,M1171-M5287,TR026202,EXP026202,,Policy exception approved,141.44,Weather disruption,Rebooked flight,Missed connection,,,,,,,,0,V1
26203,M1171-M5288,TR026203,EXP026203,,Standard travel reimbursement,342.01,,,,,,,,,,,0,V1
26204,M1171-M5292,TR026204,EXP026204,,Standard travel reimbursement,312.43,,,,,,,,,,,2,V14
26206,M1171-M5296,TR026206,EXP026206,,Standard travel reimbursement,188.63,,Rebooked flight,Better schedule,Alternative hotel selected,Availability,,,,,,3,V10
26207,M1171-M5297,TR026207,EXP026207,,Partial reimbursement,368.71,,Rebooked flight,Schedule conflict,,,,,,Airport congestion,,4,V29
26208,M1171-M5302,TR026208,EXP026208,,Policy exception approved,408.95,,,,,,,,,,,1,V13
26209,M1171-M5303,TR026209,EXP026209,,Partial reimbursement,232.07,Operational issue,,,,,,,,,4,3,V19
26210,M1171-M5309,TR026210,EXP026210,,Standard travel reimbursement,556.04,,,,New hotel chosen,Rate change,,,,,,3,V1
26211,M1171-M5310,TR026211,EXP026211,Personal expense,Partial reimbursement,196.1,,,,,,,,,,1,1,V17
26212,M1171-M5317,TR026212,EXP026212,,Standard travel reimbursement,285.69,,,,,,,,,,,1,V1
26213,M1171-M5318,TR026213,EXP026213,,Standard travel reimbursement,389.47,,Rebooked flight,Route change,,,,,,,,4,V9
26214,M1171-M5319,TR026214,EXP026214,,Standard travel reimbursement,200.7,,,,,,,,,,,3,V1
26215,M1171-M5321,TR026215,EXP026215,,Policy exception approved,493.46,,,,,,,,,,,1,V1
26217,M1171-M5325,TR026217,EXP026217,,Standard travel reimbursement,341.75,,,,,,,,,,,3,V20
26218,M1171-M5327,TR026218,EXP026218,,Standard travel reimbursement,577.7,,,,,,,,,,,0,V1
26219,M1171-M5336,TR026219,EXP026219,,Policy exception approved,419.93,,,,,,,,,,,1,V1
26221,M1171-M5336,TR026221,EXP026221,Missing receipt,Policy exception approved,508.63,,,,,,Updated Business Class Flight,43.19,Cost optimization,,2,4,V17
26223,M1171-M5337,TR026223,EXP026223,,Partial reimbursement,141.75,,,,,,Updated Train,222.24,Safety concern,,,2,V1
26224,M1171-M5339,TR026224,EXP026224,,Partial reimbursement,142.09,,Rebooked flight,Schedule conflict,,,Updated Economy Flight,63.4,Safety concern,,,3,V15
26225,M1171-M5339,TR026225,EXP026225,Personal expense,Partial reimbursement,514.13,,,,,,,,,,,4,V16
26226,M1171-M5340,TR026226,EXP026226,,Partial reimbursement,223.24,,Rebooked rental,Better schedule,,,,,,Weather delay,,4,V29
26227,M1171-M5342,TR026227,EXP026227,,Policy exception approved,348.22,,,,,,,,,,,2,V25
26228,M1171-M5342,TR026228,EXP026228,,Partial reimbursement,479.41,,,,,,,,,,,4,V1
26230,M1171-M5356,TR026230,EXP026230,,Standard travel reimbursement,344.02,,Rebooked flight,Route change,Alternative hotel selected,Location preference,,,,,,0,V10
26231,M1171-M5360,TR026231,EXP026231,,Policy exception approved,537.24,,,,,,,,,,,0,V1
26232,M1171-M5360,TR026232,EXP026232,,Standard travel reimbursement,568.26,,,,,,,,,,,4,V1
26233,M1171-M5361,TR026233,EXP026233,,Standard travel reimbursement,283.89,,Rebooked flight,Schedule conflict,New hotel chosen,Quality issue,Updated Business Class Flight,238.49,Cost optimization,,,4,V15
26234,M1171-M5362,TR026234,EXP026234,,Standard travel reimbursement,292.73,,Rebooked flight,Schedule conflict,,,,,,,,3,V23
26235,M1171-M5369,TR026235,EXP026235,,Standard travel reimbursement,209.76,,,,,,,,,,,2,V1
26236,M1171-M5370,TR026236,EXP026236,,Partial reimbursement,395.99,,,,,,,,,,,3,V1
26238,M1171-M5371,TR026238,EXP026238,,Partial reimbursement,548.22,,Rebooked flight,Better schedule,,,Updated Economy Flight,118.74,Time constraints,,,3,V27
26240,M1171-M5382,TR026240,EXP026240,,Partial reimbursement,430.64,,,,,,,,,,,4,V14
26241,M1171-M5382,TR026241,EXP026241,,Policy exception approved,272.67,,,,,,,,,,,1,V1
26242,M1171-M5384,TR026242,EXP026242,Out of policy,Standard travel reimbursement,484.08,,,,,,,,,,,2,V1
26243,M1171-M5384,TR026243,EXP026243,Missing receipt,Standard travel reimbursement,224.49,,,,,,,,,,,1,V1
26244,M1171-M5384,TR026244,EXP026244,,Partial reimbursement,207.08,,,,,,,,,,,1,V1
26245,M1171-M5384,TR026245,EXP026245,,Policy exception approved,377.9,,Rebooked flight,Route change,Alternative hotel selected,Rate change,,,,,,1,V10
26247,M1171-M5389,TR026247,EXP026247,,Partial reimbursement,148.29,,,,,,,,,,,0,V1
26249,M1171-M5396,TR026249,EXP026249,,Policy exception approved,170.98,,,,,,,,,,4,3,V18
26250,M1171-M5398,TR026250,EXP026250,,Partial reimbursement,506.91,,,,,,,,,,,4,V20
26251,M1171-M5399,TR026251,EXP026251,,Policy exception approved,400.97,,,,,,,,,,,3,V20
26252,M1171-M5399,TR026252,EXP026252,,Policy exception approved,420.92,,Rebooked flight,Better schedule,,,Updated Business Class Flight,234.96,Time constraints,Security screening,,0,V27
26253,M1171-M5402,TR026253,EXP026253,,Standard travel reimbursement,420.68,,Rebooked rental,Schedule conflict,,,Updated Volkswagen Golf petrol,187.75,Safety concern,,,2,V9
26254,M1171-M5413,TR026254,EXP026254,,Policy exception approved,433.67,Operational issue,,,,,,,,,,4,V12
26256,M1171-M5418,TR026256,EXP026256,,Standard travel reimbursement,499.81,,Rebooked rental,Better schedule,Alternative hotel selected,Rate change,Updated Volkswagen Golf diesel,-88.12,Cost optimization,,,4,V24
26257,M1171-M5418,TR026257,EXP026257,Out of policy,Partial reimbursement,485.61,,,,,,,,,,,3,V21
26258,M1171-M5419,TR026258,EXP026258,Missing receipt,Standard travel reimbursement,321.49,,,,,,,,,,,4,V1
26260,M1171-M5421,TR026260,EXP026260,,Policy exception approved,437.06,,,,,,,,,,,1,V1
26262,M1171-M5427,TR026262,EXP026262,,Standard travel reimbursement,362.63,,,,,,,,,,,0,V1
26264,M1171-M5433,TR026264,EXP026264,,Standard travel reimbursement,525.03,,,,,,Updated Economy Flight,-24.12,Time constraints,,,3,V1
26265,M1171-M5433,TR026265,EXP026265,,Standard travel reimbursement,427.4,,,,,,,,,,,1,V1
26266,M1171-M5442,TR026266,EXP026266,,Policy exception approved,538.68,,,,,,,,,,,3,V1
26267,M1171-M5443,TR026267,EXP026267,,Partial reimbursement,489.05,,,,,,,,,,4,1,V17
26268,M1171-M5443,TR026268,EXP026268,,Standard travel reimbursement,403.28,,,,,,,,,,,3,V1
26269,M1171-M5444,TR026269,EXP026269,,Standard travel reimbursement,433.92,,,,,,,,,,,3,V1
26270,M1171-M5444,TR026270,EXP026270,,Partial reimbursement,312.18,,,,,,,,,,,3,V1
26271,M1171-M5449,TR026271,EXP026271,,Standard travel reimbursement,472.8,,Rebooked flight,Schedule conflict,New hotel chosen,Hotel overbooked,,,,,,3,V5
26272,M1171-M5452,TR026272,EXP026272,,Partial reimbursement,367.23,,,,,,,,,,,1,V1
26273,M1171-M5452,TR026273,EXP026273,,Partial reimbursement,323.44,,,,,,,,,,,4,V1
26274,M1171-M5452,TR026274,EXP026274,,Policy exception approved,346.28,,Rebooked flight,Schedule conflict,,,Updated First Class Flight,250.85,Cost optimization,Mechanical issue,,4,V27
26275,M1171-M5457,TR026275,EXP026275,,Partial reimbursement,145.05,,,,,,,,,,,2,V21
26278,M1171-M5461,TR026278,EXP026278,,Standard travel reimbursement,414.14,,,,,,,,,,,0,V1
26280,M1171-M5461,TR026280,EXP026280,,Partial reimbursement,473.9,,,,,,,,,Weather delay,,0,V1
26281,M1171-M5464,TR026281,EXP026281,,Standard travel reimbursement,191.89,,,,,,,,,,,2,V1
26282,M1171-M5465,TR026282,EXP026282,,Partial reimbursement,472.28,,,,,,,,,,,2,V1
26283,M1171-M5468,TR026283,EXP026283,,Policy exception approved,217.06,,,,,,Updated Economy Flight,-75.84,Safety concern,,2,1,V17
26284,M1171-M5474,TR026284,EXP026284,,Policy exception approved,436.19,,Rebooked rental,Better schedule,Alternative hotel selected,Quality issue,Updated BMW 3 plugin hybrid,208.88,Cost optimization,,,0,V24
26287,M1171-M5496,TR026287,EXP026287,,Policy exception approved,429.03,,,,,,,,,,,3,V1
26288,M1171-M5497,TR026288,EXP026288,,Partial reimbursement,150.93,,,,,,,,,Mechanical issue,,1,V1
26289,M1171-M5499,TR026289,EXP026289,,Standard travel reimbursement,148.31,,,,,,,,,Rental desk queue,,2,V11
26293,M1171-M5512,TR026293,EXP026293,,Partial reimbursement,191.79,,Rebooked rental,Route change,Alternative hotel selected,Location preference,Updated Volkswagen Golf petrol,-48.29,Cost optimization,,,0,V24
26294,M1171-M5513,TR026294,EXP026294,,Policy exception approved,203.74,,,,,,,,,,,1,V1
26297,M1171-M5520,TR026297,EXP026297,,Standard travel reimbursement,346.47,,,,,,,,,,,1,V6
26298,M1171-M5523,TR026298,EXP026298,,Partial reimbursement,133.6,,,,,,,,,Mechanical issue,,4,V6
26299,M1171-M5526,TR026299,EXP026299,,Policy exception approved,252.69,,,,,,,,,,,2,V20
26302,M1171-M5546,TR026302,EXP026302,,Partial reimbursement,521.85,,,,,,,,,,,0,V26
26303,M1171-M5548,TR026303,EXP026303,,Standard travel reimbursement,298.58,,,,,,,,,,,3,V1
26304,M1171-M5549,TR026304,EXP026304,,Standard travel reimbursement,146.99,,,,,,,,,,,4,V1
26305,M1171-M5553,TR026305,EXP026305,,Policy exception approved,211.34,,,,,,,,,,,4,V1
26306,M1171-M5554,TR026306,EXP026306,,Partial reimbursement,446.69,,,,,,,,,,,4,V33
26309,M1172-M5001,TR026309,EXP026309,,Standard travel reimbursement,378.74,,,,,,,,,,,4,V22
26310,M1172-M5002,TR026310,EXP026310,,Policy exception approved,152.97,,,,,,,,,,,2,V22
26311,M1172-M5004,TR026311,EXP026311,,Partial reimbursement,146.56,,,,,,,,,,,2,V1
26312,M1172-M5007,TR026312,EXP026312,,Partial reimbursement,318.31,,,,,,,,,,,3,V1
26314,M1172-M5008,TR026314,EXP026314,Late submission,Partial reimbursement,591.06,,,,,,,,,,,0,V1
26315,M1172-M5020,TR026315,EXP026315,,Policy exception approved,168.23,Operational issue,Rebooked flight,Route change,,,,,,,,4,V21
26316,M1172-M5020,TR026316,EXP026316,,Partial reimbursement,184.79,Operational issue,,,,,,,,,,0,V12
26317,M1172-M5020,TR026317,EXP026317,,Standard travel reimbursement,401.58,,,,,,,,,,,0,V25
26318,M1172-M5023,TR026318,EXP026318,,Partial reimbursement,397.8,,,,,,,,,,,1,V1
26320,M1172-M5027,TR026320,EXP026320,,Policy exception approved,211.15,,,,,,Updated BMW 3 diesel,21.79,Cost optimization,,,1,V13
26321,M1172-M5028,TR026321,EXP026321,,Standard travel reimbursement,276.98,,,,New hotel chosen,Rate change,,,,,,3,V20
26322,M1172-M5037,TR026322,EXP026322,Missing receipt,Standard travel reimbursement,336.42,,,,New hotel chosen,Location preference,,,,,,2,V1
26323,M1172-M5044,TR026323,EXP026323,,Partial reimbursement,149.67,Operational issue,,,,,,,,,,2,V1
26324,M1172-M5047,TR026324,EXP026324,,Partial reimbursement,293.66,,,,,,,,,,,2,V13
26325,M1172-M5051,TR026325,EXP026325,Out of policy,Policy exception approved,440.72,,,,,,,,,,,0,V1
26326,M1172-M5051,TR026326,EXP026326,,Standard travel reimbursement,186.37,,,,,,,,,,,4,V14
26327,M1172-M5057,TR026327,EXP026327,,Policy exception approved,151.68,Airline schedule change,,,New hotel chosen,Quality issue,,,,,,2,V8
26328,M1172-M5057,TR026328,EXP026328,,Standard travel reimbursement,238.43,,Rebooked flight,Cheaper fare,,,,,,,,1,V9
26329,M1172-M5062,TR026329,EXP026329,,Standard travel reimbursement,437.67,Operational issue,Rebooked flight,Missed connection,,,,,,Security screening,,3,V1
26330,M1172-M5065,TR026330,EXP026330,,Policy exception approved,399.89,,,,New hotel chosen,Hotel overbooked,,,,,3,2,V17
26331,M1172-M5066,TR026331,EXP026331,,Standard travel reimbursement,148.04,,,,,,,,,,,1,V1
26334,M1172-M5074,TR026334,EXP026334,,Standard travel reimbursement,227.62,,,,,,,,,,,1,V1
26335,M1172-M5082,TR026335,EXP026335,,Partial reimbursement,436.26,,Rebooked rental,Schedule conflict,Alternative hotel selected,Availability,,,,,,0,V10
26336,M1172-M5082,TR026336,EXP026336,,Partial reimbursement,156.01,,,,,,Updated Business Class Flight,-19.55,Cost optimization,,,3,V1
26338,M1172-M5096,TR026338,EXP026338,,Standard travel reimbursement,424.68,,,,,,,,,,,4,V13
26340,M1172-M5099,TR026340,EXP026340,Personal expense,Partial reimbursement,261.54,,,,,,,,,,,4,V1
26341,M1172-M5099,TR026341,EXP026341,,Partial reimbursement,459.29,,,,,,Updated Economy Flight,6.31,Time constraints,,,3,V1
26343,M1172-M5105,TR026343,EXP026343,,Partial reimbursement,500.53,,,,,,,,,,,4,V1
26345,M1172-M5114,TR026345,EXP026345,Late submission,Policy exception approved,568.71,,,,,,,,,Weather delay,,1,V1
26346,M1172-M5116,TR026346,EXP026346,,Partial reimbursement,474.18,Vehicle issue,,,,,,,,,,1,V12
26349,M1172-M5120,TR026349,EXP026349,,Policy exception approved,330.58,,,,,,,,,,,1,V1
26350,M1172-M5123,TR026350,EXP026350,,Partial reimbursement,386.51,,Rebooked flight,Better schedule,,,,,,Weather delay,,0,V23
26351,M1172-M5125,TR026351,EXP026351,,Partial reimbursement,315.93,,,,,,,,,,1,4,V18
26352,M1172-M5125,TR026352,EXP026352,,Policy exception approved,438.74,,,,,,,,,,,1,V1
26355,M1172-M5130,TR026355,EXP026355,,Policy exception approved,514.89,Airline schedule change,Rebooked flight,Better schedule,,,,,,,,4,V1
26356,M1172-M5132,TR026356,EXP026356,,Partial reimbursement,474.36,,,,,,,,,,,3,V1
26358,M1172-M5132,TR026358,EXP026358,,Standard travel reimbursement,435.69,,,,,,,,,,,4,V1
26359,M1172-M5132,TR026359,EXP026359,,Partial reimbursement,467.94,,,,,,,,,,,2,V1
26360,M1172-M5133,TR026360,EXP026360,,Partial reimbursement,122.29,,,,,,,,,,,1,V21
26361,M1172-M5136,TR026361,EXP026361,,Partial reimbursement,205.01,,,,,,,,,,,4,V1
26362,M1172-M5151,TR026362,EXP026362,,Partial reimbursement,173.86,Operational issue,,,,,,,,,,1,V12
26363,M1172-M5151,TR026363,EXP026363,,Partial reimbursement,247.28,,,,,,,,,Weather delay,,3,V28
26364,M1172-M5159,TR026364,EXP026364,,Policy exception approved,210.13,,,,,,,,,,,4,V20
26365,M1172-M5161,TR026365,EXP026365,Late submission,Partial reimbursement,226.66,,,,,,,,,,,4,V1
26366,M1172-M5161,TR026366,EXP026366,,Policy exception approved,216.12,,,,,,,,,,,3,V1
26367,M1172-M5162,TR026367,EXP026367,,Partial reimbursement,383.55,,Rebooked flight,Route change,,,,,,,,0,V23
26368,M1172-M5163,TR026368,EXP026368,Personal expense,Policy exception approved,419.26,,,,,,,,,,4,1,V19
26370,M1172-M5167,TR026370,EXP026370,,Standard travel reimbursement,492.44,,,,,,,,,,,3,V1
26372,M1172-M5168,TR026372,EXP026372,,Partial reimbursement,378.2,,Rebooked flight,Route change,New hotel chosen,Quality issue,Updated Economy Flight,177.14,Cost optimization,,,3,V27
26373,M1172-M5170,TR026373,EXP026373,,Partial reimbursement,380.82,,,,,,,,,,,3,V1
26376,M1172-M5179,TR026376,EXP026376,,Standard travel reimbursement,137.73,,,,,,,,,,3,2,V19
26377,M1172-M5183,TR026377,EXP026377,,Partial reimbursement,429.51,,,,,,,,,,,3,V1
26378,M1172-M5184,TR026378,EXP026378,,Partial reimbursement,222.47,,,,,,,,,,,4,V1
26379,M1172-M5184,TR026379,EXP026379,,Standard travel reimbursement,369.23,,Rebooked flight,Cheaper fare,Alternative hotel selected,Rate change,,,,,,2,V24
26380,M1172-M5185,TR026380,EXP026380,Missing receipt,Policy exception approved,208.9,,,,,,,,,,,0,V1
26381,M1172-M5187,TR026381,EXP026381,,Partial reimbursement,301.85,,,,,,,,,,,3,V20
26382,M1172-M5188,TR026382,EXP026382,,Standard travel reimbursement,589.97,,,,,,,,,,,4,V21
26383,M1172-M5190,TR026383,EXP026383,,Policy exception approved,337.44,,,,,,,,,Mechanical issue,,0,V1
26384,M1172-M5191,TR026384,EXP026384,,Standard travel reimbursement,410.31,,,,,,,,,,,2,V22
26385,M1172-M5196,TR026385,EXP026385,Personal expense,Partial reimbursement,156.47,,,,,,,,,,,4,V1
26386,M1172-M5199,TR026386,EXP026386,,Policy exception approved,150.85,,,,,,,,,,,3,V1
26387,M1172-M5199,TR026387,EXP026387,,Partial reimbursement,149.53,,,,,,,,,,,4,V1
26389,M1172-M5200,TR026389,EXP026389,Missing receipt,Partial reimbursement,416.46,,Rebooked flight,Cheaper fare,,,,,,,,2,V23
26390,M1172-M5201,TR026390,EXP026390,,Standard travel reimbursement,596.77,,,,,,,,,,,2,V1
26391,M1172-M5202,TR026391,EXP026391,,Policy exception approved,429.73,,,,,,,,,,,4,V16
26393,M1172-M5205,TR026393,EXP026393,,Standard travel reimbursement,269.79,,,,,,,,,,,1,V16
26395,M1172-M5209,TR026395,EXP026395,,Partial reimbursement,387.52,,,,,,,,,,,2,V1
26396,M1172-M5215,TR026396,EXP026396,,Standard travel reimbursement,355.01,,Rebooked rental,Route change,New hotel chosen,Location preference,Updated Fiat 500 electric,197.03,Time constraints,,,0,V27
26397,M1172-M5218,TR026397,EXP026397,,Standard travel reimbursement,374.87,,,,,,,,,,,1,V1
26398,M1172-M5218,TR026398,EXP026398,,Standard travel reimbursement,369.91,,,,,,,,,,,3,V1
26399,M1172-M5221,TR026399,EXP026399,,Standard travel reimbursement,399.13,Operational issue,,,,,Updated Business Class Flight,134.52,Client preference,,,1,V12
26400,M1172-M5222,TR026400,EXP026400,,Standard travel reimbursement,238.44,,,,,,,,,,,2,V1
